booking_id,booking_date,checkin_date,room_type,num_guests,lead_time,canceled,no_show
BKG2393644,2022-08-27,2022-08-28,Suite,1,1,0,0
BKG2393194,2022-08-25,2022-08-28,Deluxe,3,3,0,0
BKG2397387,2022-08-22,2022-08-28,Suite,2,6,0,0
BKG2397827,2022-08-21,2022-08-28,Deluxe,2,7,0,0
BKG2395251,2022-08-11,2022-08-28,Deluxe,1,17,0,0
BKG2395357,2022-08-01,2022-08-28,Suite,2,27,1,0
BKG2399751,2022-08-15,2022-08-28,Standard,3,13,0,0
BKG2394869,2022-08-09,2022-08-28,Standard,1,19,0,0
BKG2394301,2022-08-24,2022-08-28,Suite,3,4,0,0
BKG2394340,2022-07-31,2022-08-28,Deluxe,3,28,0,0
BKG2397344,2022-08-17,2022-08-28,Deluxe,1,11,0,0
BKG2398612,2022-08-13,2022-08-28,Suite,3,15,0,0
BKG2392905,2022-08-09,2022-08-28,Deluxe,1,19,0,1
BKG2393854,2022-08-23,2022-08-28,Suite,1,5,0,0
BKG2391030,2022-08-20,2022-08-28,Suite,3,8,0,0
BKG2397065,2022-08-18,2022-08-28,Standard,2,10,1,0
BKG2393918,2022-08-26,2022-08-28,Standard,3,2,0,0
BKG2394943,2022-08-03,2022-08-28,Suite,1,25,0,0
BKG2392887,2022-08-14,2022-08-28,Deluxe,2,14,0,0
BKG2392926,2022-08-11,2022-08-28,Suite,2,17,0,0
BKG2399282,2022-08-27,2022-08-28,Deluxe,3,1,0,0
BKG2392044,2022-08-01,2022-08-28,Suite,2,27,0,0
BKG2397592,2022-07-31,2022-08-28,Standard,2,28,0,0
BKG2392986,2022-08-18,2022-08-28,Standard,2,10,0,0
BKG2395688,2022-08-13,2022-08-28,Deluxe,2,15,0,0
BKG2397967,2022-08-03,2022-08-28,Standard,3,25,1,0
BKG2396816,2022-08-11,2022-08-28,Deluxe,2,17,1,0
BKG2395716,2022-08-17,2022-08-28,Suite,3,11,0,0
BKG2397058,2022-08-18,2022-08-28,Deluxe,2,10,0,0
BKG2392361,2022-08-15,2022-08-28,Standard,2,13,0,0
BKG2394458,2022-08-22,2022-08-28,Standard,1,6,0,0
BKG2396684,2022-08-24,2022-08-28,Deluxe,3,4,0,0
BKG2394059,2022-08-15,2022-08-28,Suite,3,13,0,0
BKG2402248,2022-08-26,2022-08-29,Deluxe,2,3,0,0
BKG2402630,2022-08-21,2022-08-29,Standard,3,8,0,0
BKG2408494,2022-08-19,2022-08-29,Standard,1,10,0,0
BKG2401016,2022-08-05,2022-08-29,Suite,2,24,0,0
BKG2406441,2022-08-11,2022-08-29,Standard,3,18,0,0
BKG2406626,2022-08-11,2022-08-29,Deluxe,2,18,0,0
BKG2404099,2022-08-28,2022-08-29,Suite,1,1,0,0
BKG2405455,2022-08-10,2022-08-29,Suite,2,19,1,0
BKG2405512,2022-08-20,2022-08-29,Standard,3,9,1,0
BKG2401947,2022-08-04,2022-08-29,Standard,2,25,0,0
BKG2406626,2022-08-05,2022-08-29,Standard,3,24,0,0
BKG2403855,2022-08-05,2022-08-29,Deluxe,2,24,1,0
BKG2401818,2022-08-09,2022-08-29,Deluxe,3,20,0,0
BKG2407804,2022-08-05,2022-08-29,Deluxe,3,24,0,0
BKG2405991,2022-07-31,2022-08-29,Deluxe,1,29,0,0
BKG2408621,2022-08-22,2022-08-29,Suite,3,7,0,0
BKG2408400,2022-08-17,2022-08-29,Suite,3,12,0,0
BKG2403681,2022-08-23,2022-08-29,Suite,1,6,0,0
BKG2404641,2022-07-31,2022-08-29,Suite,3,29,1,0
BKG2404497,2022-08-01,2022-08-29,Suite,3,28,0,0
BKG2408735,2022-08-28,2022-08-29,Standard,1,1,0,0
BKG2403580,2022-08-19,2022-08-29,Deluxe,1,10,0,0
BKG2406088,2022-08-15,2022-08-29,Deluxe,1,14,0,0
BKG2403926,2022-08-08,2022-08-29,Suite,1,21,0,0
BKG2403561,2022-08-09,2022-08-29,Deluxe,2,20,1,0
BKG2409092,2022-08-09,2022-08-29,Deluxe,3,20,0,0
BKG2408800,2022-08-26,2022-08-29,Standard,2,3,0,0
BKG2407762,2022-08-19,2022-08-29,Suite,1,10,1,0
BKG2409479,2022-08-17,2022-08-29,Deluxe,3,12,0,0
BKG2402438,2022-08-12,2022-08-29,Suite,1,17,1,0
BKG2403179,2022-08-14,2022-08-29,Suite,1,15,0,0
BKG2409701,2022-08-18,2022-08-29,Suite,2,11,0,1
BKG2409372,2022-08-07,2022-08-29,Standard,3,22,0,0
BKG2403119,2022-08-20,2022-08-29,Standard,1,9,0,0
BKG2407669,2022-08-06,2022-08-29,Standard,2,23,1,0
BKG2404693,2022-08-03,2022-08-29,Suite,1,26,0,0
BKG2408826,2022-08-10,2022-08-29,Standard,3,19,0,1
BKG2405680,2022-08-21,2022-08-29,Suite,3,8,1,0
BKG2407198,2022-08-16,2022-08-29,Deluxe,1,13,0,0
BKG2409164,2022-08-19,2022-08-29,Deluxe,3,10,0,0
BKG2401911,2022-08-04,2022-08-29,Standard,2,25,0,0
BKG2404341,2022-08-19,2022-08-29,Suite,1,10,0,0
BKG2409908,2022-08-13,2022-08-29,Suite,1,16,0,1
BKG2403307,2022-08-26,2022-08-29,Deluxe,2,3,0,0
BKG2409223,2022-08-27,2022-08-29,Deluxe,1,2,0,0
BKG2403921,2022-08-05,2022-08-29,Standard,2,24,0,0
BKG2404166,2022-08-07,2022-08-29,Suite,3,22,0,0
BKG2401386,2022-08-02,2022-08-29,Deluxe,1,27,0,0
BKG2401397,2022-08-12,2022-08-29,Deluxe,1,17,0,0
BKG2404235,2022-08-22,2022-08-29,Suite,1,7,0,0
BKG2407742,2022-08-05,2022-08-29,Standard,3,24,0,0
BKG2403547,2022-08-07,2022-08-29,Suite,1,22,0,0
BKG2408177,2022-08-04,2022-08-29,Standard,3,25,0,0
BKG2404638,2022-08-16,2022-08-29,Standard,2,13,0,1
BKG2405909,2022-08-17,2022-08-29,Standard,2,12,0,0
BKG2409661,2022-08-13,2022-08-29,Suite,2,16,0,0
BKG2401003,2022-08-08,2022-08-29,Deluxe,2,21,1,0
BKG2409667,2022-08-05,2022-08-29,Suite,1,24,0,0
BKG2402485,2022-08-22,2022-08-29,Standard,2,7,0,0
BKG2412195,2022-08-05,2022-08-30,Deluxe,2,25,1,0
BKG2416683,2022-08-27,2022-08-30,Standard,2,3,0,0
BKG2412073,2022-08-28,2022-08-30,Deluxe,2,2,0,0
BKG2411638,2022-08-09,2022-08-30,Deluxe,3,21,0,0
BKG2415551,2022-08-17,2022-08-30,Suite,1,13,0,0
BKG2413181,2022-08-27,2022-08-30,Standard,1,3,0,0
BKG2419629,2022-08-05,2022-08-30,Standard,2,25,0,1
BKG2413053,2022-08-16,2022-08-30,Suite,1,14,0,0
BKG2416127,2022-08-29,2022-08-30,Deluxe,3,1,0,0
BKG2411200,2022-08-22,2022-08-30,Deluxe,2,8,0,0
BKG2419333,2022-08-09,2022-08-30,Standard,2,21,0,0
BKG2419023,2022-08-21,2022-08-30,Deluxe,3,9,0,0
BKG2416776,2022-08-23,2022-08-30,Deluxe,3,7,0,0
BKG2416401,2022-08-08,2022-08-30,Suite,3,22,1,0
BKG2414748,2022-08-13,2022-08-30,Standard,2,17,1,0
BKG2412104,2022-08-08,2022-08-30,Suite,3,22,0,0
BKG2413790,2022-08-25,2022-08-30,Suite,2,5,0,0
BKG2416757,2022-08-04,2022-08-30,Deluxe,3,26,0,0
BKG2413727,2022-08-13,2022-08-30,Standard,1,17,0,0
BKG2416603,2022-08-10,2022-08-30,Suite,3,20,0,0
BKG2411430,2022-08-20,2022-08-30,Deluxe,1,10,0,0
BKG2413848,2022-08-23,2022-08-30,Deluxe,1,7,0,0
BKG2417444,2022-08-11,2022-08-30,Suite,2,19,0,0
BKG2411235,2022-08-16,2022-08-30,Suite,1,14,0,0
BKG2411256,2022-08-25,2022-08-30,Suite,2,5,0,0
BKG2418192,2022-08-07,2022-08-30,Standard,2,23,0,0
BKG2414712,2022-08-29,2022-08-30,Suite,1,1,0,0
BKG2412319,2022-08-17,2022-08-30,Suite,2,13,1,0
BKG2416341,2022-08-26,2022-08-30,Standard,1,4,0,0
BKG2413201,2022-08-10,2022-08-30,Suite,3,20,0,0
BKG2412513,2022-08-16,2022-08-30,Deluxe,1,14,0,1
BKG2414734,2022-08-28,2022-08-30,Deluxe,1,2,0,0
BKG2416287,2022-08-25,2022-08-30,Deluxe,2,5,0,0
BKG2418933,2022-08-08,2022-08-30,Suite,2,22,0,0
BKG2412096,2022-08-26,2022-08-30,Deluxe,1,4,0,0
BKG2414448,2022-08-01,2022-08-30,Deluxe,3,29,0,0
BKG2417508,2022-08-12,2022-08-30,Suite,1,18,0,0
BKG2417475,2022-08-08,2022-08-30,Suite,1,22,1,0
BKG2411265,2022-08-22,2022-08-30,Deluxe,3,8,0,0
BKG2416349,2022-08-13,2022-08-30,Standard,1,17,1,0
BKG2417057,2022-08-12,2022-08-30,Standard,2,18,1,0
BKG2418302,2022-08-16,2022-08-30,Standard,2,14,0,0
BKG2417699,2022-08-12,2022-08-30,Standard,1,18,1,0
BKG2417234,2022-08-09,2022-08-30,Suite,2,21,0,0
BKG2414016,2022-08-24,2022-08-30,Suite,1,6,0,0
BKG2417788,2022-08-07,2022-08-30,Deluxe,2,23,0,0
BKG2413563,2022-08-08,2022-08-30,Suite,1,22,1,0
BKG2415013,2022-08-14,2022-08-30,Standard,1,16,0,0
BKG2413106,2022-08-09,2022-08-30,Deluxe,3,21,0,0
BKG2418520,2022-08-13,2022-08-30,Suite,1,17,0,0
BKG2411455,2022-08-16,2022-08-30,Standard,1,14,0,0
BKG2413308,2022-08-15,2022-08-30,Standard,3,15,0,0
BKG2418314,2022-08-16,2022-08-30,Suite,3,14,0,0
BKG2413490,2022-08-21,2022-08-30,Suite,3,9,0,0
BKG2416104,2022-08-06,2022-08-30,Suite,3,24,0,0
BKG2415487,2022-08-29,2022-08-30,Deluxe,3,1,0,0
BKG2411463,2022-08-21,2022-08-30,Deluxe,1,9,1,0
BKG2419077,2022-08-10,2022-08-30,Suite,2,20,0,0
BKG2416282,2022-08-13,2022-08-30,Deluxe,2,17,0,0
BKG2416822,2022-08-12,2022-08-30,Standard,3,18,0,0
BKG2412350,2022-08-13,2022-08-30,Suite,1,17,0,0
BKG2416138,2022-08-27,2022-08-30,Deluxe,2,3,0,0
BKG2429651,2022-08-08,2022-08-31,Deluxe,3,23,1,0
BKG2424425,2022-08-14,2022-08-31,Standard,3,17,1,0
BKG2429735,2022-08-14,2022-08-31,Suite,3,17,0,0
BKG2422825,2022-08-06,2022-08-31,Standard,1,25,0,0
BKG2425801,2022-08-30,2022-08-31,Deluxe,2,1,0,0
BKG2421233,2022-08-07,2022-08-31,Standard,3,24,0,0
BKG2423911,2022-08-09,2022-08-31,Standard,1,22,0,0
BKG2422954,2022-08-07,2022-08-31,Deluxe,3,24,0,0
BKG2422531,2022-08-04,2022-08-31,Suite,2,27,0,0
BKG2423885,2022-08-29,2022-08-31,Standard,2,2,0,0
BKG2421802,2022-08-25,2022-08-31,Suite,3,6,0,0
BKG2423355,2022-08-06,2022-08-31,Deluxe,2,25,0,0
BKG2426219,2022-08-18,2022-08-31,Suite,3,13,1,0
BKG2421672,2022-08-23,2022-08-31,Deluxe,2,8,0,0
BKG2423804,2022-08-06,2022-08-31,Standard,2,25,0,0
BKG2424799,2022-08-12,2022-08-31,Deluxe,3,19,0,0
BKG2429142,2022-08-14,2022-08-31,Deluxe,1,17,0,0
BKG2428687,2022-08-04,2022-08-31,Suite,3,27,0,0
BKG2426374,2022-08-03,2022-08-31,Suite,2,28,0,0
BKG2426378,2022-08-12,2022-08-31,Suite,2,19,0,0
BKG2426893,2022-08-04,2022-08-31,Standard,1,27,0,0
BKG2426297,2022-08-28,2022-08-31,Standard,3,3,0,0
BKG2423993,2022-08-22,2022-08-31,Standard,3,9,0,0
BKG2425271,2022-08-13,2022-08-31,Standard,1,18,0,0
BKG2426227,2022-08-29,2022-08-31,Deluxe,1,2,0,0
BKG2425757,2022-08-04,2022-08-31,Deluxe,1,27,0,0
BKG2426865,2022-08-13,2022-08-31,Standard,1,18,0,0
BKG2429953,2022-08-14,2022-08-31,Suite,3,17,0,0
BKG2421454,2022-08-11,2022-08-31,Standard,2,20,0,0
BKG2426506,2022-08-22,2022-08-31,Deluxe,3,9,1,0
BKG2424616,2022-08-26,2022-08-31,Suite,3,5,0,0
BKG2421287,2022-08-28,2022-08-31,Suite,1,3,1,0
BKG2426390,2022-08-28,2022-08-31,Suite,1,3,0,0
BKG2422796,2022-08-15,2022-08-31,Suite,3,16,0,0
BKG2426716,2022-08-29,2022-08-31,Standard,3,2,0,0
BKG2426896,2022-08-24,2022-08-31,Standard,1,7,0,1
BKG2423020,2022-08-08,2022-08-31,Standard,2,23,0,1
BKG2429241,2022-08-02,2022-08-31,Suite,3,29,0,0
BKG2428521,2022-08-05,2022-08-31,Deluxe,3,26,0,0
BKG2425443,2022-08-17,2022-08-31,Deluxe,3,14,0,0
BKG2429816,2022-08-18,2022-08-31,Suite,1,13,0,0
BKG2421025,2022-08-12,2022-08-31,Suite,3,19,0,0
BKG2431868,2022-08-18,2022-09-01,Suite,1,14,0,0
BKG2437067,2022-08-26,2022-09-01,Deluxe,2,6,0,0
BKG2437609,2022-08-17,2022-09-01,Standard,2,15,0,0
BKG2433506,2022-08-11,2022-09-01,Suite,3,21,0,0
BKG2439204,2022-08-11,2022-09-01,Deluxe,3,21,0,0
BKG2438567,2022-08-31,2022-09-01,Standard,1,1,1,0
BKG2432267,2022-08-28,2022-09-01,Standard,1,4,0,0
BKG2439297,2022-08-26,2022-09-01,Suite,2,6,0,0
BKG2434991,2022-08-28,2022-09-01,Deluxe,2,4,0,0
BKG2438289,2022-08-13,2022-09-01,Standard,1,19,0,0
BKG2431515,2022-08-15,2022-09-01,Standard,1,17,0,0
BKG2436905,2022-08-25,2022-09-01,Deluxe,2,7,0,0
BKG2438968,2022-08-28,2022-09-01,Deluxe,1,4,0,0
BKG2431449,2022-08-20,2022-09-01,Standard,1,12,1,0
BKG2431806,2022-08-18,2022-09-01,Deluxe,3,14,0,1
BKG2432833,2022-08-14,2022-09-01,Suite,3,18,1,0
BKG2433872,2022-08-16,2022-09-01,Standard,1,16,0,0
BKG2438582,2022-08-10,2022-09-01,Standard,2,22,0,0
BKG2432529,2022-08-14,2022-09-01,Deluxe,1,18,0,0
BKG2432092,2022-08-27,2022-09-01,Suite,2,5,0,0
BKG2438317,2022-08-10,2022-09-01,Suite,2,22,0,0
BKG2434238,2022-08-05,2022-09-01,Suite,3,27,0,0
BKG2434119,2022-08-04,2022-09-01,Standard,2,28,0,1
BKG2435955,2022-08-16,2022-09-01,Suite,2,16,0,0
BKG2438172,2022-08-17,2022-09-01,Suite,2,15,1,0
BKG2439536,2022-08-08,2022-09-01,Suite,2,24,0,0
BKG2437712,2022-08-03,2022-09-01,Suite,3,29,0,0
BKG2435717,2022-08-11,2022-09-01,Suite,2,21,0,0
BKG2431980,2022-08-29,2022-09-01,Suite,1,3,1,0
BKG2435798,2022-08-06,2022-09-01,Suite,3,26,1,0
BKG2433731,2022-08-04,2022-09-01,Suite,1,28,0,0
BKG2438945,2022-08-13,2022-09-01,Standard,3,19,0,0
BKG2434063,2022-08-20,2022-09-01,Standard,1,12,0,1
BKG2431586,2022-08-19,2022-09-01,Standard,3,13,0,0
BKG2438731,2022-08-03,2022-09-01,Suite,1,29,1,0
BKG2433512,2022-08-08,2022-09-01,Suite,2,24,0,0
BKG2435524,2022-08-22,2022-09-01,Suite,2,10,0,0
BKG2439563,2022-08-28,2022-09-01,Suite,2,4,1,0
BKG2438243,2022-08-14,2022-09-01,Suite,3,18,0,0
BKG2431904,2022-08-13,2022-09-01,Standard,1,19,0,0
BKG2432865,2022-08-11,2022-09-01,Deluxe,1,21,0,0
BKG2437969,2022-08-24,2022-09-01,Suite,3,8,0,0
BKG2436881,2022-08-19,2022-09-01,Suite,1,13,0,0
BKG2437572,2022-08-12,2022-09-01,Suite,1,20,0,0
BKG2437939,2022-08-20,2022-09-01,Standard,3,12,0,0
BKG2432847,2022-08-15,2022-09-01,Deluxe,3,17,0,1
BKG2431090,2022-08-24,2022-09-01,Deluxe,2,8,1,0
BKG2446424,2022-08-12,2022-09-02,Suite,1,21,0,1
BKG2449686,2022-08-28,2022-09-02,Standard,3,5,0,0
BKG2445067,2022-08-07,2022-09-02,Suite,1,26,1,0
BKG2442559,2022-09-01,2022-09-02,Deluxe,3,1,0,0
BKG2447275,2022-08-25,2022-09-02,Suite,1,8,0,0
BKG2445149,2022-08-17,2022-09-02,Standard,3,16,1,0
BKG2446837,2022-08-18,2022-09-02,Suite,1,15,0,0
BKG2444893,2022-08-28,2022-09-02,Deluxe,1,5,0,1
BKG2443215,2022-08-05,2022-09-02,Standard,3,28,0,0
BKG2449763,2022-08-25,2022-09-02,Standard,3,8,0,0
BKG2445213,2022-08-23,2022-09-02,Suite,1,10,0,0
BKG2442298,2022-08-15,2022-09-02,Deluxe,2,18,0,0
BKG2446934,2022-08-20,2022-09-02,Suite,3,13,1,0
BKG2449582,2022-08-10,2022-09-02,Standard,1,23,0,0
BKG2446763,2022-08-28,2022-09-02,Suite,1,5,0,0
BKG2448504,2022-08-25,2022-09-02,Deluxe,2,8,0,0
BKG2445266,2022-08-26,2022-09-02,Standard,3,7,0,0
BKG2446718,2022-08-05,2022-09-02,Suite,2,28,0,0
BKG2443698,2022-08-12,2022-09-02,Standard,2,21,0,0
BKG2447019,2022-08-28,2022-09-02,Suite,1,5,0,0
BKG2445178,2022-08-20,2022-09-02,Deluxe,1,13,0,0
BKG2446541,2022-08-07,2022-09-02,Standard,2,26,0,0
BKG2445391,2022-08-11,2022-09-02,Deluxe,3,22,0,1
BKG2448143,2022-08-16,2022-09-02,Suite,2,17,0,0
BKG2449910,2022-08-09,2022-09-02,Deluxe,1,24,0,0
BKG2443727,2022-08-27,2022-09-02,Suite,1,6,0,0
BKG2446726,2022-08-09,2022-09-02,Standard,1,24,0,0
BKG2445512,2022-08-26,2022-09-02,Suite,1,7,0,0
BKG2446795,2022-08-10,2022-09-02,Deluxe,2,23,0,0
BKG2444325,2022-08-27,2022-09-02,Deluxe,2,6,0,0
BKG2447208,2022-08-25,2022-09-02,Standard,1,8,0,0
BKG2447922,2022-08-04,2022-09-02,Deluxe,1,29,1,0
BKG2446992,2022-09-01,2022-09-02,Deluxe,1,1,0,0
BKG2442327,2022-08-21,2022-09-02,Standard,3,12,0,0
BKG2441603,2022-08-26,2022-09-02,Standard,1,7,0,0
BKG2449261,2022-08-22,2022-09-02,Deluxe,3,11,0,0
BKG2446357,2022-08-05,2022-09-02,Standard,3,28,0,0
BKG2444476,2022-08-16,2022-09-02,Suite,3,17,0,0
BKG2448153,2022-08-18,2022-09-02,Deluxe,3,15,0,0
BKG2443640,2022-08-30,2022-09-02,Deluxe,3,3,0,0
BKG2446721,2022-08-09,2022-09-02,Deluxe,2,24,0,0
BKG2448100,2022-08-07,2022-09-02,Suite,1,26,0,0
BKG2442503,2022-08-07,2022-09-02,Suite,2,26,0,0
BKG2441660,2022-08-05,2022-09-02,Suite,2,28,0,0
BKG2456236,2022-08-15,2022-09-03,Suite,1,19,0,0
BKG2459686,2022-08-12,2022-09-03,Standard,2,22,0,0
BKG2453892,2022-08-26,2022-09-03,Deluxe,1,8,0,0
BKG2454810,2022-08-18,2022-09-03,Suite,2,16,1,0
BKG2458621,2022-08-10,2022-09-03,Deluxe,2,24,0,0
BKG2453813,2022-08-14,2022-09-03,Standard,1,20,0,0
BKG2455817,2022-08-14,2022-09-03,Deluxe,3,20,0,0
BKG2454256,2022-08-28,2022-09-03,Deluxe,1,6,0,0
BKG2454407,2022-08-28,2022-09-03,Suite,2,6,0,0
BKG2451044,2022-08-15,2022-09-03,Deluxe,1,19,0,0
BKG2457977,2022-08-27,2022-09-03,Suite,3,7,0,0
BKG2453478,2022-08-15,2022-09-03,Standard,1,19,0,0
BKG2453378,2022-08-08,2022-09-03,Standard,2,26,0,0
BKG2451534,2022-08-09,2022-09-03,Deluxe,2,25,0,0
BKG2452716,2022-08-24,2022-09-03,Standard,1,10,0,0
BKG2451147,2022-08-15,2022-09-03,Deluxe,3,19,0,0
BKG2456067,2022-09-02,2022-09-03,Suite,3,1,0,0
BKG2457228,2022-08-07,2022-09-03,Standard,3,27,0,0
BKG2452320,2022-08-16,2022-09-03,Standard,2,18,1,0
BKG2452021,2022-09-02,2022-09-03,Standard,1,1,0,0
BKG2455750,2022-08-31,2022-09-03,Deluxe,2,3,1,0
BKG2452891,2022-08-15,2022-09-03,Standard,3,19,0,0
BKG2453337,2022-08-08,2022-09-03,Suite,2,26,0,0
BKG2458734,2022-08-06,2022-09-03,Standard,1,28,0,0
BKG2456608,2022-08-05,2022-09-03,Suite,3,29,1,0
BKG2451082,2022-08-31,2022-09-03,Standard,3,3,0,0
BKG2459304,2022-09-01,2022-09-03,Deluxe,1,2,0,0
BKG2456905,2022-08-22,2022-09-03,Standard,1,12,0,0
BKG2457194,2022-08-27,2022-09-03,Deluxe,2,7,0,0
BKG2457293,2022-08-18,2022-09-03,Suite,2,16,0,0
BKG2457515,2022-08-06,2022-09-03,Deluxe,1,28,0,0
BKG2457536,2022-08-07,2022-09-03,Deluxe,1,27,0,0
BKG2452757,2022-09-02,2022-09-03,Suite,2,1,0,0
BKG2457392,2022-08-05,2022-09-03,Standard,3,29,0,0
BKG2457986,2022-08-05,2022-09-03,Suite,3,29,0,0
BKG2458045,2022-08-22,2022-09-03,Deluxe,3,12,0,0
BKG2451637,2022-08-30,2022-09-03,Suite,1,4,1,0
BKG2454048,2022-08-16,2022-09-03,Deluxe,3,18,0,0
BKG2451798,2022-09-01,2022-09-03,Standard,3,2,0,0
BKG2458645,2022-08-07,2022-09-03,Suite,2,27,0,0
BKG2455453,2022-08-28,2022-09-03,Suite,3,6,0,0
BKG2453232,2022-08-28,2022-09-03,Suite,2,6,0,0
BKG2456642,2022-08-31,2022-09-03,Deluxe,2,3,1,0
BKG2459182,2022-08-06,2022-09-03,Standard,1,28,0,0
BKG2454005,2022-08-18,2022-09-03,Suite,1,16,0,0
BKG2456630,2022-08-05,2022-09-03,Suite,1,29,1,0
BKG2451135,2022-08-14,2022-09-03,Suite,2,20,0,0
BKG2459248,2022-09-02,2022-09-03,Suite,3,1,0,0
BKG2451331,2022-08-22,2022-09-03,Suite,1,12,0,0
BKG2453029,2022-08-10,2022-09-03,Suite,3,24,0,1
BKG2457856,2022-08-25,2022-09-03,Standard,3,9,0,0
BKG2452580,2022-08-10,2022-09-03,Suite,3,24,0,0
BKG2453627,2022-08-14,2022-09-03,Suite,3,20,0,0
BKG2452203,2022-08-06,2022-09-03,Standard,1,28,0,0
BKG2457651,2022-08-16,2022-09-03,Deluxe,1,18,0,1
BKG2459875,2022-08-11,2022-09-03,Deluxe,1,23,0,0
BKG2455051,2022-08-25,2022-09-03,Deluxe,3,9,0,0
BKG2455466,2022-08-12,2022-09-03,Suite,3,22,0,0
BKG2451730,2022-08-06,2022-09-03,Suite,2,28,0,0
BKG2452445,2022-09-02,2022-09-03,Deluxe,1,1,0,0
BKG2454305,2022-08-18,2022-09-03,Deluxe,1,16,0,0
BKG2455829,2022-08-13,2022-09-03,Deluxe,3,21,1,0
BKG2455428,2022-08-15,2022-09-03,Deluxe,2,19,0,0
BKG2453375,2022-08-08,2022-09-03,Suite,3,26,0,0
BKG2458866,2022-08-15,2022-09-03,Standard,3,19,0,0
BKG2457182,2022-08-20,2022-09-03,Suite,2,14,1,0
BKG2452087,2022-08-09,2022-09-03,Suite,2,25,0,0
BKG2458639,2022-08-14,2022-09-03,Deluxe,3,20,0,0
BKG2458134,2022-08-12,2022-09-03,Standard,2,22,0,0
BKG2457167,2022-08-12,2022-09-03,Standard,3,22,0,0
BKG2453656,2022-09-02,2022-09-03,Standard,3,1,0,0
BKG2454558,2022-08-12,2022-09-03,Deluxe,1,22,0,0
BKG2452047,2022-08-13,2022-09-03,Suite,2,21,0,0
BKG2457350,2022-08-29,2022-09-03,Deluxe,2,5,1,0
BKG2453566,2022-08-19,2022-09-03,Standard,2,15,0,0
BKG2457950,2022-08-07,2022-09-03,Standard,2,27,0,0
BKG2456715,2022-08-10,2022-09-03,Deluxe,2,24,0,1
BKG2467343,2022-08-06,2022-09-04,Deluxe,1,29,0,0
BKG2461379,2022-08-28,2022-09-04,Suite,1,7,0,0
BKG2462552,2022-08-13,2022-09-04,Deluxe,3,22,1,0
BKG2466552,2022-08-22,2022-09-04,Standard,1,13,1,0
BKG2465042,2022-08-23,2022-09-04,Standard,1,12,0,0
BKG2461437,2022-08-09,2022-09-04,Deluxe,2,26,0,0
BKG2465702,2022-09-02,2022-09-04,Suite,3,2,1,0
BKG2468164,2022-08-16,2022-09-04,Standard,1,19,0,0
BKG2466632,2022-08-22,2022-09-04,Deluxe,1,13,0,0
BKG2468814,2022-08-22,2022-09-04,Deluxe,1,13,1,0
BKG2464720,2022-08-08,2022-09-04,Deluxe,1,27,0,0
BKG2469474,2022-09-01,2022-09-04,Standard,1,3,0,0
BKG2464726,2022-08-28,2022-09-04,Suite,3,7,0,1
BKG2465489,2022-08-12,2022-09-04,Deluxe,2,23,0,0
BKG2468516,2022-08-08,2022-09-04,Suite,1,27,0,0
BKG2469822,2022-08-19,2022-09-04,Deluxe,1,16,0,0
BKG2461494,2022-08-27,2022-09-04,Standard,1,8,0,1
BKG2464065,2022-08-18,2022-09-04,Suite,3,17,0,0
BKG2467975,2022-08-23,2022-09-04,Suite,2,12,0,0
BKG2461267,2022-08-25,2022-09-04,Suite,2,10,0,0
BKG2466107,2022-08-19,2022-09-04,Standard,2,16,0,0
BKG2463477,2022-08-18,2022-09-04,Standard,2,17,0,0
BKG2468543,2022-08-15,2022-09-04,Standard,1,20,0,1
BKG2467146,2022-08-09,2022-09-04,Deluxe,1,26,0,0
BKG2461953,2022-09-03,2022-09-04,Suite,2,1,1,0
BKG2463582,2022-08-16,2022-09-04,Deluxe,2,19,1,0
BKG2469530,2022-08-30,2022-09-04,Suite,1,5,0,0
BKG2467210,2022-08-10,2022-09-04,Standard,1,25,0,0
BKG2465828,2022-08-16,2022-09-04,Deluxe,3,19,0,0
BKG2462946,2022-08-31,2022-09-04,Deluxe,3,4,0,0
BKG2468405,2022-08-21,2022-09-04,Deluxe,3,14,0,0
BKG2464375,2022-08-24,2022-09-04,Standard,3,11,0,0
BKG2462530,2022-09-03,2022-09-04,Standard,3,1,0,0
BKG2466193,2022-09-03,2022-09-04,Standard,2,1,0,0
BKG2465800,2022-08-22,2022-09-04,Standard,1,13,0,0
BKG2463623,2022-09-01,2022-09-04,Deluxe,3,3,0,0
BKG2463358,2022-08-13,2022-09-04,Standard,3,22,0,0
BKG2467178,2022-08-24,2022-09-04,Deluxe,1,11,0,1
BKG2468840,2022-08-23,2022-09-04,Suite,3,12,0,0
BKG2462822,2022-08-11,2022-09-04,Suite,1,24,0,0
BKG2467843,2022-08-24,2022-09-04,Deluxe,2,11,1,0
BKG2463358,2022-08-16,2022-09-04,Suite,1,19,0,1
BKG2464237,2022-08-11,2022-09-04,Suite,1,24,0,0
BKG2469592,2022-08-26,2022-09-04,Deluxe,2,9,0,0
BKG2466904,2022-08-07,2022-09-04,Standard,1,28,0,0
BKG2468500,2022-08-30,2022-09-04,Deluxe,3,5,0,0
BKG2464953,2022-08-11,2022-09-04,Standard,3,24,0,0
BKG2469026,2022-08-14,2022-09-04,Standard,2,21,1,0
BKG2465348,2022-08-22,2022-09-04,Deluxe,3,13,1,0
BKG2466178,2022-08-18,2022-09-04,Deluxe,2,17,0,0
