date,category,sales_amount
2022-07-29,Beverages,521.81
2022-07-30,Breakfast,745.62
2022-07-30,Lunch,1130.02
2022-07-30,Dinner,1147.4
2022-07-30,Beverages,924.79
2022-07-31,Breakfast,1065.39
2022-07-31,Lunch,1371.23
2022-07-31,Dinner,1239.33
2022-07-31,Beverages,459.74
2022-08-01,Breakfast,840.53
2022-08-01,Lunch,1116.77
2022-08-01,Dinner,977.74
2022-08-01,Beverages,713.03
2022-08-02,Breakfast,847.69
2022-08-02,Lunch,864.75
2022-08-02,Dinner,883.45
2022-08-02,Beverages,725.62
2022-08-03,Breakfast,1307.31
2022-08-03,Lunch,1058.62
2022-08-03,Dinner,1338.44
2022-08-03,Beverages,726.86
2022-08-04,Breakfast,1049.72
2022-08-04,Lunch,546.93
2022-08-04,Dinner,566.08
2022-08-04,Beverages,710.38
2022-08-05,Breakfast,953.48
2022-08-05,Lunch,1123.79
2022-08-05,Dinner,1306.55
2022-08-05,Beverages,766.49
2022-08-06,Breakfast,751.94
2022-08-06,Lunch,1164.02
2022-08-06,Dinner,1016.01
2022-08-06,Beverages,688.82
2022-08-07,Breakfast,959.95
2022-08-07,Lunch,1092.55
2022-08-07,Dinner,1257.03
2022-08-07,Beverages,712.39
2022-08-08,Breakfast,885.19
2022-08-08,Lunch,789.52
2022-08-08,Dinner,1391.95
2022-08-08,Beverages,1055.27
2022-08-09,Breakfast,1288.05
2022-08-09,Lunch,1214.56
2022-08-09,Dinner,1029.26
2022-08-09,Beverages,590.39
2022-08-10,Breakfast,1188.97
2022-08-10,Lunch,1120.66
2022-08-10,Dinner,1323.91
2022-08-10,Beverages,586.54
2022-08-11,Breakfast,922.13
2022-08-11,Lunch,1037.24
2022-08-11,Dinner,1207.83
2022-08-11,Beverages,945.43
2022-08-12,Breakfast,707.52
2022-08-12,Lunch,666.14
2022-08-12,Dinner,1074.75
2022-08-12,Beverages,1149.12
2022-08-13,Breakfast,916.75
2022-08-13,Lunch,1048.19
2022-08-13,Dinner,916.31
2022-08-13,Beverages,836.53
2022-08-14,Breakfast,964.16
2022-08-14,Lunch,987.62
2022-08-14,Dinner,1169.45
2022-08-14,Beverages,971.72
2022-08-15,Breakfast,898.81
2022-08-15,Lunch,1132.78
2022-08-15,Dinner,1186.5
2022-08-15,Beverages,702.12
2022-08-16,Breakfast,1161.54
2022-08-16,Lunch,846.01
2022-08-16,Dinner,1141.44
2022-08-16,Beverages,906.19
2022-08-17,Breakfast,1088.34
2022-08-17,Lunch,1223.82
2022-08-17,Dinner,1120.29
2022-08-17,Beverages,660.47
2022-08-18,Breakfast,1067.75
2022-08-18,Lunch,1139.16
2022-08-18,Dinner,1377.0
2022-08-18,Beverages,961.79
2022-08-19,Breakfast,883.83
2022-08-19,Lunch,1217.78
2022-08-19,Dinner,1054.73
2022-08-19,Beverages,795.19
2022-08-20,Breakfast,1225.6
2022-08-20,Lunch,789.94
2022-08-20,Dinner,1000.2
2022-08-20,Beverages,690.16
2022-08-21,Breakfast,1136.66
2022-08-21,Lunch,804.65
2022-08-21,Dinner,1049.16
2022-08-21,Beverages,483.7
2022-08-22,Breakfast,731.3
2022-08-22,Lunch,931.2
2022-08-22,Dinner,1187.18
2022-08-22,Beverages,854.98
2022-08-23,Breakfast,1017.24
2022-08-23,Lunch,1272.5
2022-08-23,Dinner,1300.78
2022-08-23,Beverages,577.2
2022-08-24,Breakfast,1013.52
2022-08-24,Lunch,1000.69
2022-08-24,Dinner,1001.43
2022-08-24,Beverages,472.25
2022-08-25,Breakfast,989.15
2022-08-25,Lunch,653.19
2022-08-25,Dinner,1129.84
2022-08-25,Beverages,845.91
2022-08-26,Breakfast,868.63
2022-08-26,Lunch,843.21
2022-08-26,Dinner,1146.63
2022-08-26,Beverages,229.7
2022-08-27,Breakfast,1058.55
2022-08-27,Lunch,873.18
2022-08-27,Dinner,1162.74
2022-08-27,Beverages,373.93
2022-08-28,Breakfast,886.86
2022-08-28,Lunch,1035.98
2022-08-28,Dinner,859.44
2022-08-28,Beverages,546.65
2022-08-29,Breakfast,1190.24
2022-08-29,Lunch,1202.21
2022-08-29,Dinner,605.66
2022-08-29,Beverages,783.36
2022-08-30,Breakfast,1068.38
2022-08-30,Lunch,1088.25
2022-08-30,Dinner,943.04
2022-08-30,Beverages,984.86
2022-08-31,Breakfast,1102.21
2022-08-31,Lunch,882.52
2022-08-31,Dinner,891.89
2022-08-31,Beverages,615.27
2022-09-01,Breakfast,865.86
2022-09-01,Lunch,1108.96
2022-09-01,Dinner,1261.9
2022-09-01,Beverages,509.65
2022-09-02,Breakfast,574.19
2022-09-02,Lunch,767.17
2022-09-02,Dinner,1114.47
2022-09-02,Beverages,543.71
2022-09-03,Breakfast,1121.26
2022-09-03,Lunch,1255.62
2022-09-03,Dinner,1055.78
2022-09-03,Beverages,373.6
2022-09-04,Breakfast,848.27
2022-09-04,Lunch,923.65
2022-09-04,Dinner,966.71
2022-09-04,Beverages,851.34
2022-09-05,Breakfast,950.06
2022-09-05,Lunch,977.24
2022-09-05,Dinner,1368.93
2022-09-05,Beverages,172.5
2022-09-06,Breakfast,1117.03
2022-09-06,Lunch,1299.97
2022-09-06,Dinner,895.2
2022-09-06,Beverages,594.2
2022-09-07,Breakfast,1141.36
2022-09-07,Lunch,1101.88
2022-09-07,Dinner,968.14
2022-09-07,Beverages,629.17
2022-09-08,Breakfast,947.59
2022-09-08,Lunch,849.41
2022-09-08,Dinner,901.5
2022-09-08,Beverages,716.19
2022-09-09,Breakfast,1126.07
2022-09-09,Lunch,939.89
2022-09-09,Dinner,873.61
2022-09-09,Beverages,678.87
2022-09-10,Breakfast,1062.57
2022-09-10,Lunch,880.1
2022-09-10,Dinner,1200.92
2022-09-10,Beverages,611.06
2022-09-11,Breakfast,1065.82
2022-09-11,Lunch,987.71
2022-09-11,Dinner,1147.24
2022-09-11,Beverages,915.9
2022-09-12,Breakfast,1043.15
2022-09-12,Lunch,1006.69
2022-09-12,Dinner,996.04
2022-09-12,Beverages,729.54
2022-09-13,Breakfast,1023.12
2022-09-13,Lunch,940.44
2022-09-13,Dinner,1111.55
2022-09-13,Beverages,935.05
2022-09-14,Breakfast,1019.71
2022-09-14,Lunch,1019.56
2022-09-14,Dinner,982.71
2022-09-14,Beverages,664.93
2022-09-15,Breakfast,658.9
2022-09-15,Lunch,1056.96
2022-09-15,Dinner,1057.13
2022-09-15,Beverages,670.62
2022-09-16,Breakfast,1073.97
2022-09-16,Lunch,1250.05
2022-09-16,Dinner,792.73
2022-09-16,Beverages,1081.86
2022-09-17,Breakfast,1444.04
2022-09-17,Lunch,900.33
2022-09-17,Dinner,567.57
2022-09-17,Beverages,883.96
2022-09-18,Breakfast,1249.37
2022-09-18,Lunch,1183.95
2022-09-18,Dinner,1007.27
2022-09-18,Beverages,392.23
2022-09-19,Breakfast,985.9
2022-09-19,Lunch,1328.8
2022-09-19,Dinner,818.28
2022-09-19,Beverages,504.94
2022-09-20,Breakfast,1017.97
2022-09-20,Lunch,901.14
2022-09-20,Dinner,1219.2
2022-09-20,Beverages,417.19
2022-09-21,Breakfast,979.59
2022-09-21,Lunch,1059.15
2022-09-21,Dinner,1031.24
2022-09-21,Beverages,898.25
2022-09-22,Breakfast,875.23
2022-09-22,Lunch,879.77
2022-09-22,Dinner,1410.69
2022-09-22,Beverages,606.65
2022-09-23,Breakfast,555.0
2022-09-23,Lunch,1313.1
2022-09-23,Dinner,869.97
2022-09-23,Beverages,816.85
2022-09-24,Breakfast,1192.32
2022-09-24,Lunch,736.75
2022-09-24,Dinner,1026.41
2022-09-24,Beverages,845.14
2022-09-25,Breakfast,1069.95
2022-09-25,Lunch,672.03
2022-09-25,Dinner,850.17
2022-09-25,Beverages,661.27
2022-09-26,Breakfast,1213.05
2022-09-26,Lunch,1144.08
2022-09-26,Dinner,912.95
2022-09-26,Beverages,827.37
2022-09-27,Breakfast,940.12
2022-09-27,Lunch,752.76
2022-09-27,Dinner,1042.64
2022-09-27,Beverages,1148.25
2022-09-28,Breakfast,959.51
2022-09-28,Lunch,933.42
2022-09-28,Dinner,1087.98
2022-09-28,Beverages,520.93
2022-09-29,Breakfast,1077.35
2022-09-29,Lunch,770.65
2022-09-29,Dinner,961.14
2022-09-29,Beverages,942.25
2022-09-30,Breakfast,917.12
2022-09-30,Lunch,1101.36
2022-09-30,Dinner,725.96
2022-09-30,Beverages,642.03
2022-10-01,Breakfast,836.88
2022-10-01,Lunch,823.45
2022-10-01,Dinner,818.63
2022-10-01,Beverages,482.06
2022-10-02,Breakfast,960.69
2022-10-02,Lunch,961.57
2022-10-02,Dinner,1116.59
2022-10-02,Beverages,958.23
2022-10-03,Breakfast,627.41
2022-10-03,Lunch,1254.04
2022-10-03,Dinner,990.37
2022-10-03,Beverages,722.23
2022-10-04,Breakfast,1417.57
2022-10-04,Lunch,842.41
2022-10-04,Dinner,1241.79
2022-10-04,Beverages,453.75
2022-10-05,Breakfast,1020.43
2022-10-05,Lunch,725.19
2022-10-05,Dinner,988.65
2022-10-05,Beverages,937.15
2022-10-06,Breakfast,1228.23
2022-10-06,Lunch,791.6
2022-10-06,Dinner,1325.53
2022-10-06,Beverages,696.47
2022-10-07,Breakfast,531.16
2022-10-07,Lunch,948.62
2022-10-07,Dinner,1009.68
2022-10-07,Beverages,735.76
2022-10-08,Breakfast,1108.37
2022-10-08,Lunch,994.75
2022-10-08,Dinner,690.33
2022-10-08,Beverages,758.49
2022-10-09,Breakfast,1250.07
2022-10-09,Lunch,1222.23
2022-10-09,Dinner,1002.33
2022-10-09,Beverages,437.97
2022-10-10,Breakfast,869.12
2022-10-10,Lunch,1010.6
2022-10-10,Dinner,720.19
2022-10-10,Beverages,907.85
2022-10-11,Breakfast,942.42
2022-10-11,Lunch,781.62
2022-10-11,Dinner,1144.73
2022-10-11,Beverages,642.31
2022-10-12,Breakfast,786.35
2022-10-12,Lunch,1485.08
2022-10-12,Dinner,1069.41
2022-10-12,Beverages,652.27
2022-10-13,Breakfast,999.42
2022-10-13,Lunch,1131.54
2022-10-13,Dinner,1137.72
2022-10-13,Beverages,568.23
2022-10-14,Breakfast,921.41
2022-10-14,Lunch,846.43
2022-10-14,Dinner,966.99
2022-10-14,Beverages,1009.09
2022-10-15,Breakfast,886.92
2022-10-15,Lunch,1072.28
2022-10-15,Dinner,876.78
2022-10-15,Beverages,577.85
2022-10-16,Breakfast,806.32
2022-10-16,Lunch,937.53
2022-10-16,Dinner,765.51
2022-10-16,Beverages,856.84
2022-10-17,Breakfast,860.11
2022-10-17,Lunch,1313.15
2022-10-17,Dinner,949.84
2022-10-17,Beverages,922.34
2022-10-18,Breakfast,838.86
2022-10-18,Lunch,1218.41
2022-10-18,Dinner,990.57
2022-10-18,Beverages,806.66
2022-10-19,Breakfast,1055.15
2022-10-19,Lunch,1345.96
2022-10-19,Dinner,817.58
2022-10-19,Beverages,759.22
2022-10-20,Breakfast,1123.46
2022-10-20,Lunch,1070.15
2022-10-20,Dinner,1163.17
2022-10-20,Beverages,775.69
2022-10-21,Breakfast,801.47
2022-10-21,Lunch,895.85
2022-10-21,Dinner,1112.23
2022-10-21,Beverages,491.19
2022-10-22,Breakfast,1082.62
2022-10-22,Lunch,1035.54
2022-10-22,Dinner,809.23
2022-10-22,Beverages,917.43
2022-10-23,Breakfast,1135.52
2022-10-23,Lunch,1231.08
2022-10-23,Dinner,1124.67
2022-10-23,Beverages,587.34
2022-10-24,Breakfast,636.65
2022-10-24,Lunch,1024.67
2022-10-24,Dinner,1142.63
2022-10-24,Beverages,742.08
2022-10-25,Breakfast,986.31
2022-10-25,Lunch,1196.0
2022-10-25,Dinner,951.68
2022-10-25,Beverages,815.8
2022-10-26,Breakfast,1275.83
2022-10-26,Lunch,938.49
2022-10-26,Dinner,658.39
2022-10-26,Beverages,571.27
2022-10-27,Breakfast,1029.9
2022-10-27,Lunch,1146.15
2022-10-27,Dinner,893.29
2022-10-27,Beverages,378.19
2022-10-28,Breakfast,1081.73
2022-10-28,Lunch,1034.63
2022-10-28,Dinner,803.54
2022-10-28,Beverages,579.45
2022-10-29,Breakfast,1177.44
2022-10-29,Lunch,888.61
2022-10-29,Dinner,722.93
2022-10-29,Beverages,862.84
2022-10-30,Breakfast,881.79
2022-10-30,Lunch,1147.97
2022-10-30,Dinner,935.59
2022-10-30,Beverages,953.43
2022-10-31,Breakfast,780.77
2022-10-31,Lunch,1425.08
2022-10-31,Dinner,1010.25
2022-10-31,Beverages,518.33
2022-11-01,Breakfast,601.4
2022-11-01,Lunch,765.61
2022-11-01,Dinner,1135.0
2022-11-01,Beverages,794.82
2022-11-02,Breakfast,1011.21
2022-11-02,Lunch,878.16
2022-11-02,Dinner,1100.36
2022-11-02,Beverages,274.08
2022-11-03,Breakfast,626.24
2022-11-03,Lunch,814.82
2022-11-03,Dinner,525.17
2022-11-03,Beverages,1086.3
2022-11-04,Breakfast,862.96
2022-11-04,Lunch,967.46
2022-11-04,Dinner,1018.08
2022-11-04,Beverages,619.86
2022-11-05,Breakfast,959.75
2022-11-05,Lunch,861.23
2022-11-05,Dinner,843.71
2022-11-05,Beverages,712.0
2022-11-06,Breakfast,940.01
2022-11-06,Lunch,950.53
2022-11-06,Dinner,861.47
2022-11-06,Beverages,1004.96
2022-11-07,Breakfast,873.65
2022-11-07,Lunch,712.14
2022-11-07,Dinner,750.42
2022-11-07,Beverages,550.49
2022-11-08,Breakfast,737.39
2022-11-08,Lunch,867.49
2022-11-08,Dinner,1113.37
2022-11-08,Beverages,490.92
2022-11-09,Breakfast,749.03
2022-11-09,Lunch,824.11
2022-11-09,Dinner,1049.62
2022-11-09,Beverages,436.25
2022-11-10,Breakfast,1172.26
2022-11-10,Lunch,845.94
2022-11-10,Dinner,970.61
2022-11-10,Beverages,916.18
2022-11-11,Breakfast,911.79
2022-11-11,Lunch,1098.59
2022-11-11,Dinner,902.05
2022-11-11,Beverages,696.99
2022-11-12,Breakfast,1064.65
2022-11-12,Lunch,1047.49
2022-11-12,Dinner,879.57
2022-11-12,Beverages,750.19
2022-11-13,Breakfast,775.81
2022-11-13,Lunch,938.52
2022-11-13,Dinner,1231.47
2022-11-13,Beverages,813.82
2022-11-14,Breakfast,1303.99
2022-11-14,Lunch,1350.96
2022-11-14,Dinner,1331.91
2022-11-14,Beverages,765.5
2022-11-15,Breakfast,620.69
2022-11-15,Lunch,1273.38
2022-11-15,Dinner,995.91
2022-11-15,Beverages,1011.22
2022-11-16,Breakfast,1060.8
2022-11-16,Lunch,877.35
2022-11-16,Dinner,927.26
2022-11-16,Beverages,743.37
2022-11-17,Breakfast,758.38
2022-11-17,Lunch,1086.49
2022-11-17,Dinner,1020.74
2022-11-17,Beverages,359.61
2022-11-18,Breakfast,1427.71
2022-11-18,Lunch,1138.68
2022-11-18,Dinner,879.76
2022-11-18,Beverages,398.13
2022-11-19,Breakfast,867.25
2022-11-19,Lunch,1077.75
2022-11-19,Dinner,1259.45
2022-11-19,Beverages,792.99
2022-11-20,Breakfast,1074.55
2022-11-20,Lunch,936.42
2022-11-20,Dinner,952.28
2022-11-20,Beverages,909.11
2022-11-21,Breakfast,894.66
2022-11-21,Lunch,636.66
2022-11-21,Dinner,1161.7
2022-11-21,Beverages,707.57
2022-11-22,Breakfast,1085.9
2022-11-22,Lunch,921.67
2022-11-22,Dinner,1110.36
2022-11-22,Beverages,597.93
2022-11-23,Breakfast,491.86
2022-11-23,Lunch,1130.68
2022-11-23,Dinner,1281.04
2022-11-23,Beverages,842.68
2022-11-24,Breakfast,713.99
2022-11-24,Lunch,939.62
2022-11-24,Dinner,1026.49
2022-11-24,Beverages,852.92
2022-11-25,Breakfast,1515.41
2022-11-25,Lunch,1112.61
2022-11-25,Dinner,1243.29
2022-11-25,Beverages,971.31
2022-11-26,Breakfast,1020.92
2022-11-26,Lunch,1326.44
2022-11-26,Dinner,1070.96
2022-11-26,Beverages,594.3
2022-11-27,Breakfast,842.49
2022-11-27,Lunch,1209.88
2022-11-27,Dinner,957.94
2022-11-27,Beverages,704.04
2022-11-28,Breakfast,1457.69
2022-11-28,Lunch,737.6
2022-11-28,Dinner,954.01
2022-11-28,Beverages,793.21
2022-11-29,Breakfast,992.34
2022-11-29,Lunch,1168.45
2022-11-29,Dinner,872.01
2022-11-29,Beverages,971.78
2022-11-30,Breakfast,1038.07
2022-11-30,Lunch,907.1
2022-11-30,Dinner,979.85
2022-11-30,Beverages,286.08
2022-12-01,Breakfast,1012.79
2022-12-01,Lunch,922.71
2022-12-01,Dinner,958.9
2022-12-01,Beverages,566.0
2022-12-02,Breakfast,829.24
2022-12-02,Lunch,1209.24
2022-12-02,Dinner,1116.49
2022-12-02,Beverages,590.61
2022-12-03,Breakfast,777.56
2022-12-03,Lunch,1048.8
2022-12-03,Dinner,657.55
2022-12-03,Beverages,573.92
2022-12-04,Breakfast,1051.96
2022-12-04,Lunch,935.67
2022-12-04,Dinner,1263.13
2022-12-04,Beverages,776.54
2022-12-05,Breakfast,1064.36
2022-12-05,Lunch,1043.47
2022-12-05,Dinner,1188.62
2022-12-05,Beverages,797.05
2022-12-06,Breakfast,688.68
2022-12-06,Lunch,1605.92
2022-12-06,Dinner,785.19
2022-12-06,Beverages,482.37
2022-12-07,Breakfast,881.8
2022-12-07,Lunch,964.7
2022-12-07,Dinner,799.86
2022-12-07,Beverages,728.01
2022-12-08,Breakfast,1201.07
2022-12-08,Lunch,914.35
2022-12-08,Dinner,788.56
2022-12-08,Beverages,642.04
2022-12-09,Breakfast,1198.98
2022-12-09,Lunch,680.96
2022-12-09,Dinner,1399.53
2022-12-09,Beverages,673.88
2022-12-10,Breakfast,1129.04
2022-12-10,Lunch,764.68
2022-12-10,Dinner,848.22
2022-12-10,Beverages,754.23
2022-12-11,Breakfast,1043.43
2022-12-11,Lunch,913.74
2022-12-11,Dinner,1143.53
2022-12-11,Beverages,520.52
2022-12-12,Breakfast,728.17
2022-12-12,Lunch,953.5
2022-12-12,Dinner,803.11
2022-12-12,Beverages,575.51
2022-12-13,Breakfast,1045.35
2022-12-13,Lunch,692.71
2022-12-13,Dinner,1094.17
2022-12-13,Beverages,655.88
2022-12-14,Breakfast,990.7
2022-12-14,Lunch,903.18
2022-12-14,Dinner,1026.63
2022-12-14,Beverages,748.98
2022-12-15,Breakfast,1319.79
2022-12-15,Lunch,1115.25
2022-12-15,Dinner,804.7
2022-12-15,Beverages,723.07
2022-12-16,Breakfast,1444.11
2022-12-16,Lunch,666.26
2022-12-16,Dinner,1032.67
2022-12-16,Beverages,890.38
2022-12-17,Breakfast,962.76
2022-12-17,Lunch,1280.36
2022-12-17,Dinner,968.77
2022-12-17,Beverages,887.94
2022-12-18,Breakfast,756.65
2022-12-18,Lunch,717.94
2022-12-18,Dinner,1277.98
2022-12-18,Beverages,683.18
2022-12-19,Breakfast,824.46
2022-12-19,Lunch,817.47
2022-12-19,Dinner,1075.12
2022-12-19,Beverages,622.58
2022-12-20,Breakfast,955.22
2022-12-20,Lunch,703.2
2022-12-20,Dinner,1123.81
2022-12-20,Beverages,696.96
2022-12-21,Breakfast,791.85
2022-12-21,Lunch,842.75
2022-12-21,Dinner,1142.86
2022-12-21,Beverages,1240.11
2022-12-22,Breakfast,746.77
2022-12-22,Lunch,894.16
2022-12-22,Dinner,1175.0
2022-12-22,Beverages,311.16
2022-12-23,Breakfast,638.56
2022-12-23,Lunch,973.63
2022-12-23,Dinner,1033.15
2022-12-23,Beverages,835.28
2022-12-24,Breakfast,1056.07
2022-12-24,Lunch,1232.81
2022-12-24,Dinner,1395.31
2022-12-24,Beverages,1026.12
2022-12-25,Breakfast,467.65
2022-12-25,Lunch,1039.71
2022-12-25,Dinner,1362.91
2022-12-25,Beverages,796.23
2022-12-26,Breakfast,1038.33
2022-12-26,Lunch,1066.67
2022-12-26,Dinner,1103.56
2022-12-26,Beverages,904.25
2022-12-27,Breakfast,1026.41
2022-12-27,Lunch,897.47
2022-12-27,Dinner,1023.93
2022-12-27,Beverages,731.97
2022-12-28,Breakfast,1234.28
2022-12-28,Lunch,986.72
2022-12-28,Dinner,1150.36
2022-12-28,Beverages,516.92
2022-12-29,Breakfast,1054.63
2022-12-29,Lunch,693.44
2022-12-29,Dinner,959.77
2022-12-29,Beverages,1181.32
2022-12-30,Breakfast,943.74
2022-12-30,Lunch,841.14
2022-12-30,Dinner,937.14
2022-12-30,Beverages,501.06
2022-12-31,Breakfast,920.32
2022-12-31,Lunch,720.95
2022-12-31,Dinner,953.83
2022-12-31,Beverages,614.94
2023-01-01,Breakfast,901.42
2023-01-01,Lunch,822.83
2023-01-01,Dinner,1278.5
2023-01-01,Beverages,740.24
2023-01-02,Breakfast,1086.12
2023-01-02,Lunch,801.36
2023-01-02,Dinner,863.63
2023-01-02,Beverages,716.68
2023-01-03,Breakfast,1208.11
2023-01-03,Lunch,937.4
2023-01-03,Dinner,764.39
2023-01-03,Beverages,988.76
2023-01-04,Breakfast,1042.62
2023-01-04,Lunch,1061.5
2023-01-04,Dinner,1015.94
2023-01-04,Beverages,484.3
2023-01-05,Breakfast,975.07
2023-01-05,Lunch,812.34
2023-01-05,Dinner,1175.56
2023-01-05,Beverages,485.85
2023-01-06,Breakfast,1010.96
2023-01-06,Lunch,568.8
2023-01-06,Dinner,1090.49
2023-01-06,Beverages,593.19
2023-01-07,Breakfast,528.06
2023-01-07,Lunch,1196.25
2023-01-07,Dinner,1031.83
2023-01-07,Beverages,382.18
2023-01-08,Breakfast,777.2
2023-01-08,Lunch,1026.47
2023-01-08,Dinner,771.82
2023-01-08,Beverages,966.5
2023-01-09,Breakfast,743.31
2023-01-09,Lunch,1037.2
2023-01-09,Dinner,899.95
2023-01-09,Beverages,723.0
2023-01-10,Breakfast,942.01
2023-01-10,Lunch,1228.69
2023-01-10,Dinner,1068.16
2023-01-10,Beverages,900.3
2023-01-11,Breakfast,856.53
2023-01-11,Lunch,941.42
2023-01-11,Dinner,856.16
2023-01-11,Beverages,669.77
2023-01-12,Breakfast,832.26
2023-01-12,Lunch,979.97
2023-01-12,Dinner,754.91
2023-01-12,Beverages,712.6
2023-01-13,Breakfast,1154.09
2023-01-13,Lunch,1069.23
2023-01-13,Dinner,1345.48
2023-01-13,Beverages,653.58
2023-01-14,Breakfast,750.3
2023-01-14,Lunch,1233.19
2023-01-14,Dinner,579.67
2023-01-14,Beverages,742.66
2023-01-15,Breakfast,716.68
2023-01-15,Lunch,1240.46
2023-01-15,Dinner,1264.6
2023-01-15,Beverages,722.87
2023-01-16,Breakfast,1168.16
2023-01-16,Lunch,1050.36
2023-01-16,Dinner,844.93
2023-01-16,Beverages,660.05
2023-01-17,Breakfast,1089.94
2023-01-17,Lunch,1034.6
2023-01-17,Dinner,947.39
2023-01-17,Beverages,544.44
2023-01-18,Breakfast,838.84
2023-01-18,Lunch,676.08
2023-01-18,Dinner,981.32
2023-01-18,Beverages,867.89
2023-01-19,Breakfast,1137.38
2023-01-19,Lunch,1279.32
2023-01-19,Dinner,1158.63
2023-01-19,Beverages,819.66
2023-01-20,Breakfast,1082.32
2023-01-20,Lunch,1068.04
2023-01-20,Dinner,1196.21
2023-01-20,Beverages,816.22
2023-01-21,Breakfast,1193.41
2023-01-21,Lunch,1087.22
2023-01-21,Dinner,854.17
2023-01-21,Beverages,632.09
2023-01-22,Breakfast,1403.4
2023-01-22,Lunch,952.61
2023-01-22,Dinner,1028.96
2023-01-22,Beverages,962.34
2023-01-23,Breakfast,816.58
2023-01-23,Lunch,1179.46
2023-01-23,Dinner,938.88
2023-01-23,Beverages,766.05
2023-01-24,Breakfast,585.85
2023-01-24,Lunch,1031.57
2023-01-24,Dinner,1234.21
2023-01-24,Beverages,765.21
2023-01-25,Breakfast,948.46
2023-01-25,Lunch,1041.93
2023-01-25,Dinner,1127.34
2023-01-25,Beverages,544.53
2023-01-26,Breakfast,923.27
2023-01-26,Lunch,802.76
2023-01-26,Dinner,1156.2
2023-01-26,Beverages,612.99
2023-01-27,Breakfast,1003.48
2023-01-27,Lunch,672.2
2023-01-27,Dinner,1022.96
2023-01-27,Beverages,991.31
2023-01-28,Breakfast,810.49
2023-01-28,Lunch,857.41
2023-01-28,Dinner,1015.76
2023-01-28,Beverages,686.98
2023-01-29,Breakfast,1225.02
2023-01-29,Lunch,799.79
2023-01-29,Dinner,793.66
2023-01-29,Beverages,1011.82
2023-01-30,Breakfast,1247.32
2023-01-30,Lunch,690.85
2023-01-30,Dinner,1247.34
2023-01-30,Beverages,697.79
2023-01-31,Breakfast,1030.69
2023-01-31,Lunch,1145.26
2023-01-31,Dinner,1186.7
2023-01-31,Beverages,839.68
2023-02-01,Breakfast,1452.92
2023-02-01,Lunch,1167.32
2023-02-01,Dinner,1000.3
2023-02-01,Beverages,678.58
2023-02-02,Breakfast,1226.62
2023-02-02,Lunch,1016.17
2023-02-02,Dinner,931.51
2023-02-02,Beverages,883.4
2023-02-03,Breakfast,911.1
2023-02-03,Lunch,957.08
2023-02-03,Dinner,1318.8
2023-02-03,Beverages,762.55
2023-02-04,Breakfast,1153.35
2023-02-04,Lunch,645.79
2023-02-04,Dinner,1071.82
2023-02-04,Beverages,731.02
2023-02-05,Breakfast,1289.23
2023-02-05,Lunch,950.92
2023-02-05,Dinner,818.97
2023-02-05,Beverages,382.78
2023-02-06,Breakfast,757.43
2023-02-06,Lunch,919.39
2023-02-06,Dinner,1024.6
2023-02-06,Beverages,884.39
2023-02-07,Breakfast,947.22
2023-02-07,Lunch,1025.01
2023-02-07,Dinner,839.02
2023-02-07,Beverages,539.25
2023-02-08,Breakfast,1170.33
2023-02-08,Lunch,1000.92
2023-02-08,Dinner,613.33
2023-02-08,Beverages,715.3
2023-02-09,Breakfast,826.24
2023-02-09,Lunch,924.4
2023-02-09,Dinner,1284.91
2023-02-09,Beverages,465.76
2023-02-10,Breakfast,744.54
2023-02-10,Lunch,1173.34
2023-02-10,Dinner,880.92
2023-02-10,Beverages,569.74
2023-02-11,Breakfast,866.24
2023-02-11,Lunch,1412.37
2023-02-11,Dinner,1003.31
2023-02-11,Beverages,442.22
2023-02-12,Breakfast,947.9
2023-02-12,Lunch,1051.21
2023-02-12,Dinner,975.54
2023-02-12,Beverages,667.24
2023-02-13,Breakfast,1371.74
2023-02-13,Lunch,1047.2
2023-02-13,Dinner,1110.85
2023-02-13,Beverages,582.15
2023-02-14,Breakfast,965.53
2023-02-14,Lunch,1043.4
2023-02-14,Dinner,887.38
2023-02-14,Beverages,629.95
2023-02-15,Breakfast,909.03
2023-02-15,Lunch,1349.48
2023-02-15,Dinner,998.05
2023-02-15,Beverages,965.44
2023-02-16,Breakfast,1248.79
2023-02-16,Lunch,1211.57
2023-02-16,Dinner,659.4
2023-02-16,Beverages,547.49
2023-02-17,Breakfast,796.17
2023-02-17,Lunch,1174.61
2023-02-17,Dinner,943.99
2023-02-17,Beverages,723.59
2023-02-18,Breakfast,1269.47
2023-02-18,Lunch,1652.28
2023-02-18,Dinner,878.45
2023-02-18,Beverages,1102.21
2023-02-19,Breakfast,883.42
2023-02-19,Lunch,1082.26
2023-02-19,Dinner,668.99
2023-02-19,Beverages,916.44
2023-02-20,Breakfast,789.4
2023-02-20,Lunch,950.1
2023-02-20,Dinner,1251.11
2023-02-20,Beverages,491.44
2023-02-21,Breakfast,860.45
2023-02-21,Lunch,958.49
2023-02-21,Dinner,919.54
2023-02-21,Beverages,397.86
2023-02-22,Breakfast,1071.54
2023-02-22,Lunch,852.17
2023-02-22,Dinner,1060.13
2023-02-22,Beverages,552.43
2023-02-23,Breakfast,694.87
2023-02-23,Lunch,850.69
2023-02-23,Dinner,540.75
2023-02-23,Beverages,540.77
2023-02-24,Breakfast,819.6
2023-02-24,Lunch,1372.31
2023-02-24,Dinner,1173.01
